content,Quality,Service,Shipping,Packing
5400,"Đóng gói cẩu thả. Sách như sách cũ. Còn có vệt vàng ở giấy. Bìa thì nhăn, cong, vênh. Thất vọng và BYE",,,,0
5406,"Sản phẩm bị hư và cấn góc, sách không được nguyên vẹn dù ó vẻ mới. Đóng gói sách không cẩn thận.",,,,0
5416,"Tiki làm ăn quá tệ, quá kém
ổ Hdd mà đóng gói không có đến cái túi chống sốc, hộp thì móp méo nát bét. Quy cách đóng gói quá tệ
do đóng gói quá tệ dẫn đến ổ cứng bị hư mất trục quay, gắn vào kêu lọc cọc không chạy. Liên hệ tổng đài đổi trả thì lúc nào cũng bận.
Tiki quá kém, từ giờ cạch mặt trang này luôn, làm ăn quá tệ.",,,,0
5417,"Tiki bọc hàng chán kinh khủng, không hề có bọc chống sốc hay gì, độc mỗi lớp nilon quấn thức ăn",,,,0
5423,Tệ thật. Này mà cũng đóng cho khách đc.,,,,0
5425,"Sách in đẹp, nội dung hay nhưng khi mình nhận được hàng thì sách bị rách góc như hình nên hơi buồn. Tiki nên chú ý hơn việc đóng gói và vận chuyển sách",1,,,0
5427,chắc tại mình mua ngay lúc sách giảm giá rồi shop mới gối hàng xơ xài như vậy cái hộp đựng sách bị rách hết trơn còn cuốn sách thì để không . hk đc bao lại đàng hoàng j hết . may mà chỉ bị móp méo nhỉ ở góc sách thôi 😫😫,,,,0
5439,"Các bạn coi sách “mới” của mình nè, trước khi cho vào túi kính dán lại thì tiki trading có kiểm tra lại chất lượng sách cho khách không? Hay thấy khách hàng mua online ngại đổi trả nên đưa sản phẩm như thế nào cũng dc? Nhàu rách ngay từ chương 1.",,,,0
5453,"Mua pin đại mà giao pin trung _x000D_
Giờ làm gì với 2 cục pin trung này đây",,,,0
5460,"gáy sách bị tòe ra, trang sách bị gấp nhẹ. tôi là 1 người yêu sách nên tôi không vui khi nhận 1 cuốn sách như vậy. nhưng cuốn sách này rất thú vị. đáng đọc.",1,,,0
5462,"Nội dung ổn, có cái nhìn khái quát, tuy nhiên chưa đủ chuyên sâu, sách giao khônh được bọc cần thận, mong bunw giao khắc phục.",1,,,0
5463,"mình có đặt 2 miếng dán bàn phím ạ, nhưng lúc nhận hàng mình bận nên nhờ bạn mình nhận giúp, lúc về chỉ thấy 1 miếng thôi, mong shop phản hồi lại giúp mình nhé...",,,,0
5465,"Sách có bookcare nhưng mở ra vẫn bị thế này :(((( bù lại anh shipper nhiệt tình, thân thiện, giao hàng nhanh. 10 điểm cho sự giao hàng và shipper",,,1,0
5468,"Đặt mua quyển này lúc giảm giá mà nhận về sách bẩn, cũ mèm, sờn rách hết cả. Lên coi cũng nhiều người bị như mình thật @@. Xin đổi trả ko biết có bị tiki giao tiếp cho sách cũ ko nữa",,,,0
5470,"Đóng gói giao hàng sơ sài, hộp móp méo mà chẳng có bọc chống sốc, sách không nguyên seal thành ra bị lem luốc và gãy tróc phần gáy sách, mép bìa cũng gãy dúm nhưng may mắn chất lượng bên trong vẫn tốt, sáng sủa sạch sẽ ngay ngắn. Tạm ổn.",1,,,0
5482,"đế, đầu đèn đều có vết trầy, gói hàng không kĩ, cả cái hộp sản phẩm cũng không có, túi khí cũng không, mỗi mấy cái bọc nilon, còn shop thì...",,,,0
5499,"Không biết có phải do mình đặt Giao siêu tốc không nhưng mình không hài lòng khi mình nhận sách mà không thấy sách được bọc cẩn thận, mở ra thì phần góc bìa có móp nhẹ. Mong lần sau bên bạn để ý vấn đề này để tránh ảnh hưởng đến cảm nhận của khách hàng.",,,,0
5507,"Luôn tin tưởng tiki vì giao sách lúc nào cũng đóng hộp kỹ càng nhưng lần này chán quá.
Hộp méo móp rất tệ, băng dính dán xô lệch không chắc chắn.
Còn về phần sách thì bị gập bìa phần dưới, đầy bụi, phần gáy sách keo tèm lem vào bị xước rất  nhiều. Nói chung là có chút thất vọng. Mong tiki lần sau chú ý hơn.
Giao hàng nhanh, hôm qua đặt hôm nay có luôn.",,,1,0
5520,"Mua 3 cái mà tiki giáo có 1 cái  , tiki giáo mình đồ thiếu lần này là lần 2 rồi",,,,0
5535,"Tôi mua 3 combo mà chỉ giao 1?!!!!!!
Tôi đã trả tiền 3 combo rồi mà?
Shop giao hàng ko kiểm tra kỹ cho khách!!!
Đề nghị giao bù cho tôi 2 combo còn lại.

Shop đã giao bù rồi.
Cảm ơn Tiki nhắc giúp.",,,,0
5538,"Đã đặt mấy đơn hàng mực in 12A, nhưng đơn hàng đặt ngày 06/02/2020 tiki giao hàng kg đúng chủng loại. Tem ngoài vỏ ghi mực 12A dùng cho máy in canon 2900 nhưng kg lắp được vào để sử dụng. Ảnh chụp hai hộp mực đợt trước và đợt sau kg giống nhau",,,,0
5540,"sách bị nhàu với bị móp méo hết. mua 4 cuốn ko cuốn nào lành lặn, góc của sách thì nhăn rất nhiều. với lại còn bị bám rất nhiều bụicòn ship thì kêu tôi tự đến chỗ shop gửi hàng đến để tự lấy sách. với lại mua sách bình thường sẽ có giấy đánh dấu trang mà 4 cuốn đc mỗi 1 cuốn. shop đóng gói sách rất ẩu và ko có màng chống bụi. nói chung thì mua sách lần này thất vọng nhiều. mọi người rút kinh nghiệm kiểm tra sách kĩ",,,,0
5541,Sách mới nhưng không có màn bọc,1,,,0
5545,"sản phẩm tốt, vận chuyển quá lâu , bị hư góc do vận chuyển",,,,0
5550,Mình đặt mua 5 cuốn!!! Mà khi nhận được hàng thì như thế này đây ạ!!! Cuốn nào cũng bị cong hết á!!!,,,,0
5559,"Sách dính bụi nhiều và màu có vẻ hơi cũ, do vận chuyển không có chống sốc nên bị quăn ở các mép sách mặc dù mình đã cố nắn lại r :((",,,,0
5563,"Tiki đóng gói sơ sài, 3 quyển sách mà lại bọc trong 1 lớp túi chống sốc. Đầu 1 quyển bị mài đúng cái chỗ túi thủng.",,,,0
5565,"Thấy mọi người bảo mua trên Tiki rẻ và tiết kiệm hơn khi mua ở ngoài.Nhưng vì tiết kiệm mấy chục mà nhận được quyển sách như thế này thì không đáng 1 chút nào. Sách vừa vũ vừa bẩn,thực sự không hiểu khâu đóng gói và kiểm duyệt của Tiki như thế nào nữa. Đây là đơn hàng đầu tiên mà đã nhận lại sự thất vọng như thế này rồi,có lẽ đây là làn đầu cũng như lần cuối mua sách ở trên Tiki.",,,,0
5566,"Sản phẩm bị bể , khung dù ổn nhưng shop bán hàng như vậy thì hơi uổng",,,,0
5567,Gửi thiếu sản phẩm đang ký 2c mà gửi 1c,,,,0
5589,"Nội dung sách thú vị, nhưng tiki có lẽ giao cho mình sách cũ rồi, bề mặt sách đã bị trầy xước nhiều, những phần góc của book mark bị cong. Đó là những điểm mình chưa hài lòng về sản phẩm này",,,,0
5590,"Một cuốn sách đáng đọc giữa quá nhiều thông tin sai lệch về cách thanh lọc như hiện nay_x000D_
_x000D_
Lúc mua thì để là có  bookcare nhưng nhận được hàng hơi thất vọng với lớp nilong mỏng manh bên ngoài, để trong 1 cái hộp hơi to mà không có xốp chống sốc.",1,,,0
5600,ổ cứng tốt nhưng gói hàng quá tệ ...,1,,,0
5613,"Giao hàng kg đúng, nhựa xi bạc, kg phải inox như 2 lần trước đây mà mua của shop._x000D_
Shop liên lạc lấy về và đổi giúp",,,,0
5623,"giao không đúng hàng, đặt đồng hồ điện tử lại giao đồng hồ chạy bằng kim",,,,0
5627,"K có bọc chỉ có mỗi cái hộp ko thôi_x000D_
Sách như sách cũ rách cả ra nhăn rồi cảm giác sờ vào nó cứ bẩn bẩn_x000D_
Đúng là sách rẻ thật nhg phục vụ k ổn tí nào_x000D_
H tiki còn k cẩn thận với sách bằng shoppee_x000D_
May là đc chú shipper quen bù lại",,,1,0
5641,"Giao hàng không đủ số lượng,bao bì quá tệ 
Dat 100 ma giao có 50, bo tay,lam an k co tâm",,,,0
5661,"Mở hàng ra thấy méo mó thế này, nhìn mất thẩm mỹ quá, thất vọng khâu đóng gói và vận chuyển.Đề nghị đổi hàng mới!",,,,0
5666,"Đóng gói xấu. _x000D_
Sao cú phải bắt viết nhiều mới được gửi vậy",,,,0
5670,"Phải nói sao nhỉ. Mình rất hài lòng về nội dung sách và vc giao hàng nhanh của Tiki nhưng ko chấp nhận được cách gói hàng của Tiki.
Mình có đặt full sgk và bt từ hsk1 đến hết hsk 4 và đc Tiki chia làm 2 gói hàng do sách ở 2 khó khác nhau. Đơn thứ nhất là sgk hsk3 và đơn t2 là các quyển còn lại. 
Mở đơn t1 ra thì mình phát hiện sách của mình đc bọc một lớp màng bọc n màng bọc thực phẩm. Nhưng sách cũng ko móp méo j nên mình cũng bỏ qua.
Nhưng đơn t2 đã khiến mình cực kì khó chịu. 7 trên 8 quyển sách của mình đều bị quăn góc, móp méo và ko đc bảo hộ bằng bất khì giấy gói nào. 
Đây không phải lần đầu tiên mình đánh giá về vấn đề gói hàng của Tiki. Những đơn hàng trc của mình chỉ có 1-2 quyển một đơn và giá trị cũng không quá cao nên mình cũng không quá gay gắt về vấn đề này. Nhưng lần này mình đã thực sự rất khó chịu. Mong Tiki sớm xử lí về vấn đề này sớm nhất có thể.",,,,0
5671,"Hình thì để 1,6g, nhưng đến khi giao hàng lại là goia nhỏ 1g. Mua 2 gói hết 49 ngàn, chưa tính ship, bán giá quá cao, hình sản phẩm lại an gian gói nhỏ!",1,,1,0
5675,"sản phẩm thì ok đã nhận, nhưng trong hình ghi 1000Mbgs mà sao gửi có 100Mbgs vậy shop, nhờ shop xem lại",,,,0
5680,Đặt là XPrinter XP 350B mà gửXPrinter XP 365B.  Thấy nhiều bạn cũng bị như mình,,,,0
5683,giao hàng vớ vẩn. mua 9V 0.6A mà giao thế này,,,,0
5695,Giao hàng ko đúng. Liên hệ shop/ shop hứa gọi cũng ko gọi.,,,,0
5699,Mình có chọn book care mà sản phẩm nhận được ko được bao sách,,,,0
5703,"Quy cách sản phẩm ghi: đóng gói 10 cuộn/thùng tuy nhiên chỉ nhận đc 1 cuộn cho 1 đơn hàng 🥲. Đã khiếu nại và cung cấp hình ảnh video lên tiki, chưa biết kq sẽ ra sao 🫢",,,,0
5714,lấy cổng C mà giao công A,,,,0
5731,"mua 2 mà chỉ gửi 1 ảo thật đấy,",,,,0
5735,"Mình đặt MLT D111S nhưng giao MTL -D111L, không đúng sản  phẩm mình cần,..................................",,,,0
5736,"Vừa lấy miếng mút ra thì nghe mùi ẩm hôi nguyên cái nhà. Miếng mút ẩm ướt và có mốc đen. Tự hỏi hàng này có phải hàng khách đã dùng rồi mà có vấn đề rồi trả lại, shop lấy giao lại cho mình ko???? cần 1 câu trả lời",,,,0
5741,đặt mua ĐT màu trắng mà giao màu đen,,,,0
5742,đóng hàng siêu ẩu bị móp góc,,,,0
5761,"Gói hàng ko cẩn thận, sản phẩm trầy và cũ",,,,0
5762,Vừa mở hàng đã thấy vết bẩn. Nghi ngờ không phải hàng mới. Yêu cầu đổi trả.,,,,0
5767,"Shop giao sai hang, dat pin giao ao dam. De nghi shop doi hang giup",,,,0
5779,"Có hình ảnh minh họa đầy đủ, in đẹp, chữ to. Đặt 2 cuốn được tặng 1 cuốn nhưng cuốn lược sử loài người và cuốn được tặng được bọc 1 lớp trog khi quyển này không hề được bọc lại khi giao, bìa sách cũng khá bẩn, các 1 số chỗ bị móp.",1,,,0
5780,Mua 2 kệ mà shop giao thiếu 1 kệ (đã thanh toán visa),,,,0
5794,"Tiki bọc hàng chán kinh khủng, không hề có bọc chống sốc hay gì, độc mỗi lớp nilon quấn thức ăn",,,,0
5809,Sách bị móp ở phía góc dưới,,,,0
5819,"Đóng gói sơ xài, răng trên ram thấy rõ vết hằn đã từng cắm vào sử dụng",,,,0
5825,gửi nhầm hàng cho tôi máy lpb 6030 ko nắp đc,,,,0
5834,Sách bị rách giao hàng mà còn không có bọc chống sốc😃,,,,0
5837,"Đặt hàng size 35x22mm giao hàng 60x40mm
không sài được. quá thất vọng",,,,0
5848,Đóng gói kỳ cục. Không có một lớp gì bảo vệ ngoài thùng carton,,,,0
5851,Đăng ký bookcare nhưng lúc nhận được k hề có.,,,,0
5853,"sách không bao bọc kĩ bị rách, như sách cũ. và bị móp",,,,0
5858,Tôi đặt có book care tại sao lại ko có :(,,,,0
5864,"(*) Đánh giá không tính điểm
Dùng cũng được nhưng Đóng gói hơi tệ.",,,,0
5869,Sao ko bookcare vậy tiki. Vẫn trừ bookcare trong tk mà,,,,0
5892,"Thời gian giao hàng nhanh, sách mới còn nguyên seal, nhưng do đóng gói cẩu thả không bọc chống sốc, không xốp bong bóng dẫn tới gãy gáy sách, bìa gãy gây mất thẩm mỹ",1,,1,0
5895,"Vừa rồi định mua mấy quyển sách. Vào đọc 1 số review của các bạn gần đây thấy dịch vụ của Tiki ngày càng kém, toàn thấy review tồi. Nhưng vẫn quyết định tin tưởng Tiki và bấm mua hàng. Nhận được hàng thì đúng là dịch vụ tồi hơn rất nhiều. Gói hàng thì ọp ẹp nát bươm, bìa sách thì nhiều vết xước xát và bẩn. Trước giờ tôi rất thích mua sách trên Tiki và đặt khá nhiều đơn hàng ở đây, những lần trước nhận hàng hộp còn nguyên vẹn, sách mới cứng, mong Tiki chấn chỉnh lại chất lượng dịch vụ của mình. Thân!",,,,0
5911,Giao hàng không đúng sản phẩm,,,,0
5922,"Giao thiếu miếng dán, thanh trượt không gắn vào cánh tủ được.",,,,0
5927,Vận chuyển ko chấp nhận đc: quyển sách mấy trăm nghìn như giấy lộn. Đề nghị đc đổi,,,,0
5930,Mình là người rất yêu Sách. Mà nhìn bao bì được đóng gói như thế này. Không rõ đây là lỗi đóng gói của Tiki hay bên vận chuyển nhưng Thùng hàng bị bung ra. Sách thì bị rách trang. Đề nghị tiki thu hồi hàng hoàn tiền sản phẩm này cho mình,,,,0
5933,mua 2 cái mà có 1 cái hay tự động tắc muốn đổi cái khác nhờ tiki hỗ trợ giúp. xin cám ơn,,,,0
5936,"Cảm giác rất buồn khi nhận được hàng trong tình trạng móp méo như vậy. Háo hức bao nhiêu thì hụt hẫng bấy nhiêu. _x000D_
Lần đầu tiên trong đời đánh giá 1 cái gì đấy 2 sao. _x000D_
Dù sao cũng cảm ơn tiki.",,,,0
5940,Giao sai sách. …………………………………………………ccccfgggv,,,,0
5944,"Bọc sách không kỹ, bụi bẩn. Hoàn toàn không hài lòng khi nhận sách như sách cũ, không bọc gói cẩn thận. Mặc dù tôi đã thấy nhiều review về vấn đề này nhưng không hề thấy shop cải thiện trong việc vận chuyển. Hi vọng shop xem xét lại",,,,0
5946,Đặt mua sạc chân nhỏ. Thực tế giao hàng chân to. Không có dây cắm vào ổ điện,,,,0
5948,Toi mua giay 10.15 sao lai giao giay cuon . Shop phai doi tra  lai cho toi.,,,,0
5951,"Đánh giá 1🌟 vì chất lượng quá tệ, mình không có nhu cầu đổi trả nhưng thấy bao nhiêu năm rồi khâu gói hàng của Tiki vẫn không thay đổi và vẫn tệ như ngày nào. Vậy không hiểu bày ra mục đánh giá này để làm gì, bao nhiêu góp ý có chịu lắng nghe hay không. Nếu cũng là mua trên tiki nhưng từ nhà sách khac như Fahasa chẳng hạn, thì đã chẳng có chuyện sách bị cấn móp như thế này. Bọc 1 lớp xốp bong bóng/giấy xốp bộ khó đến vậy sao. Nhận hàng mà nhìn thùng carton bung bét là hình dung ra đc chất lượng bên trong rồi. Mình nhấn mạnh là lỗi do Tiki gói hàng lỏng lẻo không chỉnh chu, rất cẩu thả chứ không phải do shipper. Ship rất nhiệt tình dễ thương, 1🌟 là dàng cho nhà ship chứ chẳng phải dàng cho Tiki. 1 năm qua mình không mua bên Tiki nữa vì khâu gói hàng tệ quá là tệ, bây giờ quay lại trải nghiệm xem Tiku đã đón nhận góp ý và thay đổi chưa, nhưng không hề nha. Còn chẳng muốn đánh giá",,,1,0
5968,"Sách bị móp một góc, cảm thấy ko hài lòng cho lắm.",,,,0
5970,"lần này nhận sách hơi thất vọng, không màng bọc, đóng mỗi hộp tiki, nhỡ không may mưa thì hỏng hết trơn rồi. nên vote 3 sao thôi",,,,0
5972,mình yêu cầu bookcare mà giao lại không có vậy ? Trong đơn hàng rõ ràng là trừ 1 cái bookcare của mình rồi mà. Trước giờ mình đặt sách tiki nhiều rồi.,,,,0
5975,"Không có bọc chống sốc, sách bị lõm mất một ít :(( rất là thất vọng với tiki",,,,0
5979,giao hàng thế ah 20 mốc lấy 100k,,,,0
5980,"Sản phẩm không được bọc kĩ, dính bụi, vết bẩn, bìa sách nhăn ít chỗ",,,,0
5985,"Không đúng mô tả, giao sai loại hàng hoá",,,,0
5990,Sách rất rất xinh luônᰔᩚ. Nhưng mình buồn là dù mua bản siêu đặc biệt nhưng không có postcard chắc là thiếu sót trong khâu đóng gói nhưng thật sự mình rất buồn vì mình mong ngóng rất nhiều vào những tấm postcard ấy :((,1,,,0
5991,"shop ơi bán sai mực rồi, đặt là HL-L2321D sài ko được nha, lh giúp dt *** để mình đổi lại được ko",,,,0
5996,"Mình mua sách trên tiki rất nhiều và khá hài lòng . Nhưng lần này thì THẤT VỌNG  thật sự 😞 
THẤT VỌNG vì cách đóng gói và vận chuyển sản phẩm :
- Đóng gói thì SƠ SÀI 
- Bìa cát tông đựng sản phẩm thì cũ , nát 
- Băng dính hộp đựng thì bị bung hết ra ngoài 
- Bên trong còn để mấy miếng bìa cát tông cũ ( cũng k hiểu tác dụng để làm gì ) 
- Mình mua 7 quyển mà bên trong cũng không được bọc , hay có lớp xốp gì cả , bìa hộp đựng thì mỏng nên khi vận chuyển sách có bị móp và bị xước  
 Mình là người rất giữ sách nên nhìn vậy thì rất chán , cảm giác như mua sách lướt vậy , chứ k được mới 100%  

Nói chung lần mua sách này mình cảm thất rất THẤT VỌNG về cách làm việc của tiki . Mong tiki hoàn thiện chỉnh chu hơn trong khâu đóng gói !",,,,0
6000,"Rõ ràng sách do nhà xuất bản sản xuất có bọc màng seal đầy đủ, nhưng tiki lại giao sách ko seal bẩn. Đã đổi trả để nhận cuốn khác mới hơn nhưng vẫn v, bỏ tiền mua sách mới để nhận được sách cũ hề hước ghê🤡🤡",,,,0
6001,"Muốn đổi sách thì ntn vậy shop ,vì em mua 1 quyển nhưng nhầm lẫn tới 2 quyển giờ đổi lại ntn ạ ?",,,,0
6002,"nhận đc hàng sách ko có bọc bóng gì cả, chỉ là một hộp cát tông mỏng và đống sách chồng nhau bên trong, lần đầu đặt sách ở shop này mà ko có thiện cảm gì sẽ ko bh ghé lại , làm viẹc ko có tâm gì.",,,,0
6004,Đóng gói sơ xài muốn hư sách,,,,0
6005,đóng hộp quá ẩu. bookcare đẹp,,1,,0
6037,"Mình là người cực kì kĩ lưỡng với những cuốn sách. Sách mình chỉ cần nhăn tí xíu thôi là mình đã rất bực bội rồi. Hôm nay mình nhận được sách Tiki giao thì mình thấy sách bị nhăn như thế này. Chỉ nhăn 1 vài trang như hình thôi nhưng mình cảm thấy hơi thất vọng. Bạn nào mà là người đam mê sách thì mình nghĩ cũng sẽ có cảm giác như mình thôi. Sách mình bỏ tiền ra mua thì chẳng ai muốn mua về sản phẩm bị vấn đề gì cả (dù cho là 1 lỗi nhỏ đi chăng nữa). Mình mong lần sau Tiki sẽ gói những quyển sách cẩn thận hơn, vì mình biết mình không phải người duy nhất bị như thế này, mà còn rất nhiều bạn bị hơn cả mình nữa. Mong Tiki sẽ có cách bảo quản sách cẩn thận hơn để gửi đến những khách hàng.",,,,0
6039,"ship tuần 1 tuần là tới nơi, đóng gói ẩu lắm luôn, chỉ đơn giản là bỏ truyện vào hộp thôi chứ k gói thêm giấy hay gì hết, nên ship tới nơi, gáy truyện nó móp thì thôi luôn á, ai chứ mình rút kinh nghiệm lần này lần sau mình k mua nữa đâu:))",,,,0
6058,"Sách không bao bọc gì luôn, lúc nhận thì 3 cuốn có bọc đàng hoàng còn cuốn ở giữa thì ko bao sách lại, bìa cong, trong sách thì rách, mình thật sự thất vọng về mặt đóng gói và chất lượng shop giao cho mình, theo mình đây không phải nhầm lẫn mà là mánh khoé để shop bán đi những sách bị bóc bìa hoặc rách, không còn gì để nói!!!",,,,0
6076,"giao hàng sai loại sách, tào lao hết sức, bực mình",,,,0
6078,mình đặt combo 100 viên mà khi nhận chỉ có 2 túi 20 viên.nt shop thì ko thấy trả lời.,,,,0
6083,"Không hiểu tại sao Tiki có thể bọc sách như vậy rồi giao cho mình nữa? Đơn trước có 3 cuốn sách thì 1 cuốn ko bọc bookcare, đơn này thì lại bọc như vậy.",,,,0
6121,"Sản phẩm dùng tốt, tuy nhiên mua bán chộp dật thế này không chấp nhận đc đâu!!!!
Mua 2 sản phẩm mà nhận đc có một thì đắt gấp đôi rồi còn gì!!! Mong nhà bán kiểm tra lại đơn hàng dùm!",1,,,0
6124,Tiki luôn là lựa chọn khi shopping sách của mình vì mình rất lười ra nhà sách mua. V mà hôm nay nhận đc 2 quyển sách thế này xem có xứng đáng o nè ??? Thề là tạm biệt luôn tiki nhé,,,,0
6135,"Ship sách như này thì có chấp nhận được không Tiki? Tôi mua về làm quà tặng, tiki ship cho quyển sách rách, nhàu nát. Thất vọng thật sự. Không có sách mới thì báo hết hàng để đi mua chỗ khác, ai lại thải cho khách những quyển sách kiểu này ?",,,,0
6156,"Mình rất hay đặt sách trên tiki nhưng sản phẩm lần này rất tệ. Mình mua 2 quyển thì một quyển được bao bọc kĩ lưỡng, trạng thái tốt. Còn quyển "" Khi hơi thở hoá thinh không"" thì không được bao bọc gì, còn bị bong tróc như hình, trông giống như đã qua sử dụng vậy. Mặc dù giao hàng còn trước lịch hẹn, nhưng tình trạng sản phẩm thì không chấp nhận được. Làm ơn kiểm tra lại sản phẩm để tránh trải nghiệm tồi tệ từ khách hàng. Cảm ơn!",,,,0
6162,"Mình khá buồn về cách gói hàng của Tiki, không biết là do gần Tết nên việc đóng gói và vận chuyển ko còn cẩn thận được như trước. Hầu hết các đầu, góc sách mình mua đều bị lỗi va đập và để lại vết ko đẹp. Tiki cũng ko bọc màng chống sốc hay gì đó vào mà chỉ để vài cuốn sách trong cái hộp vậy thôi. Từ Nam ra Bắc nên sách cũng bị ảnh hưởng ít nhiều. Vậy nên mình cho 3* với chất lượng phục vụ của Tiki. Mong Tiki chú ý hơn để khách hàng sau có những trải nghiệm tốt hơn khi sử dụng dịch vụ. Mình cảm ơn!",,,,0
6164,"Nội dung của sách thì không có gì phải bàn, nhưnh rất tiếc nội dung như thế này lại bị đóng gói khá tệ. Spiderum không bọc chống sốc cho sách khi gói hàng làm viền sách có những vết tróc khó chịu, cộng thêm việc bìa không gấp vào trong 1 khoảng như đa số sách mà cắt theo khuôn sách luôn làm cho việc tróc bìa có khả năng tróc sau khi mở sách vài chục lần. Chất lượng mực in không đều, khuôn in có vẻ bị lệch làm cho nội dung bị lệch so với trang giấy. _x000D_
Rất tiếc khi một cuốn sách tốt như thế này lại có chất lượng khá thấp, nó xứng đáng được chăm chút hơn. So sánh với cuốn Epictetus thì một trời một vực.",,,,0
6166,Tôi xin đổi lại vì khi bán các anh nói quà tặng khuyến mãi mấy món. Khi nhận lại ko có. Làm ăn kì quá vậy? Lừa đảo hay gi vậy mấy cha,,,,0
6180,"Đóng hàng tệ, thất vọng về tiki",,,,0
6186,"Đóng gói chưa đc ok lắm. Còn phần sách thì bị cong ở góc, bụi với xước",,,,0
6189,"Giao hàng nhanh,đóng gói không có miếng xốp chống sốc, sách nhìn hơi cũ, hơi dơ và bị móp ạ",,,1,0
6197,"Hộp hàng giao đến bị móp méo, đóng gói chỉ có mỗi miếng bìa mỏng lét nên truyện cả 4 góc đều bị df, còn bị rách seal nữa chứ :)) Tiki có ship cho khách ở xa thì cũng phải đóng gói kĩ hơn chứ trời?",,,,0
6204,Sách rất rất xinh luônᰔᩚ. Nhưng mình buồn là dù mua bản siêu đặc biệt nhưng không có postcard chắc là thiếu sót trong khâu đóng gói nhưng thật sự mình rất buồn vì mình mong ngóng rất nhiều vào những tấm postcard ấy :((,1,,,0
6206,"Mình mua sách trên tiki rất nhiều và khá hài lòng . Nhưng lần này thì THẤT VỌNG  thật sự 😞 
THẤT VỌNG vì cách đóng gói và vận chuyển sản phẩm :
- Đóng gói thì SƠ SÀI 
- Bìa cát tông đựng sản phẩm thì cũ , nát 
- Băng dính hộp đựng thì bị bung hết ra ngoài 
- Bên trong còn để mấy miếng bìa cát tông cũ ( cũng k hiểu tác dụng để làm gì ) 
- Mình mua 7 quyển mà bên trong cũng không được bọc , hay có lớp xốp gì cả , bìa hộp đựng thì mỏng nên khi vận chuyển sách có bị móp và bị xước  
 Mình là người rất giữ sách nên nhìn vậy thì rất chán , cảm giác như mua sách lướt vậy , chứ k được mới 100%  

Nói chung lần mua sách này mình cảm thất rất THẤT VỌNG về cách làm việc của tiki . Mong tiki hoàn thiện chỉnh chu hơn trong khâu đóng gói !",,,,0
6215,Đặt màu xám mà giao màu khác,,,,0
6219,"Sách thì 5 sao nhưng vận chuyển mình xin phép đánh giá 1 sao ạ. Do đợt này hội sách nên mình đã đặt khá nhiều trên Tiki, mà mình để ý là đơn vị giao hàng nào, đơn hàng từ kho nào bất kể xa gần thì hộp đựng đều như thế này đây. Có hộp thì sách bên trong còn có túi bọc chứ có hộp thì sách không hề được bọc hay gì luôn ạ. Mong Tiki sớm khắc phục vấn đề này.",,,,0
6230,"sách thiếu bookcare, ngoài những đơn sách đặt từ tikitrading ra thì các nhà bán khác đều auto cắt bớt bookcare của khách",,,,0
6242,Để hình đèn loại 1 mà giao đèn loại 2,,,,0
6249,Mình có đặt bookcare bao sách mà ko thấy bao cuốn nào,,,,0
6271,"giao nhanh, nhưng hàng đóng gói rất ẩu chỉ cho 5 quyển sách vào hộp rồi gói lại, mình là người quý sách lên rất k hài lòng !",,,1,0
6272,lừa đảo mua máy xprinter lại giao máy Richta,,,,0
6284,"ko biết tốt hay ko.
Ổ cứng mà đóng gói như này thì chả biết nói câu gì.",,,,0
6286,"Đóng gói sơ xài, sách thì dơ dính bụi",,,,0
6289,"Mặc dù tiki gói rất kĩ nhưng quyển op limit của mình vẫn bị df trong khi những đơn trước ko gói j thì không bị , hơi buồn :((",,,,0
6294,gửi hàng không đúng sản phận bán hàng không uy tín như vậy chả mấy tí mà dẹp tiệm,,,,0
6300,ncc df boxet lớp chống sốc để cho có,,,,0
6302,"Toi cho 2 sao thôi vì rất nhiều nhược điểm. Thứ nhất: đóng gói rất sơ sài, dùng keo dán lại nhìn rất chướng. Thứ hai là không có hướng dẫn sử dụng, mọi món hàng tôi mua trước đây hầu hết đều có giấy hướng dẫn sử dụng nhưng bây giờ lại không có là sao, tôi phải mày mò trên mạng thì mới tìm được cách sử dụng. Quá thất vọng!",,,,0
6306,"Sách bị móp:) _x000D_
Đóng gói thực sự rất tệ",,,,0
6322,"Quá tệ, bỏ tiền ra mua bookcare mà nhận lại như vậy. Dạo này xuống cấp trầm trọng. Mong Tiki coi lại làm ăn cho xứng đáng hơn. Mik muốn gửi đến Tiki chứ cái đánh giá này chắc không được duyệt để pubic đâu",,,,0
6329,"Nhà bán hàng nói quạt loại to 14cm
Giao hàng loại nhỏ,chưa được 12cm.
cánh quạt lại còn bị mẻ.
không muốn sử dụng,đang rất cần trả lại",,,,0
6334,Giao sai sách khác. Tránh sai sót lần sau.,,,,0
6339,"Túi bọc hàng bị rách,sách cũ ,sờ mặt sách thì rất nhiều bụi,không bọc bookcare nên sách bị nhăn đầu góc do va đập lúc vận chuyển. Bán hàng cho khách mà chỉ biết lợi nhuận mà không chú trọng vào sản phẩm khi giao đến người mua. Thái độ phục vụ không chuyên nghiệp,không đáng mua.",,,,0
6343,"Rất nhiều lần mình mua sách bên tikki và vô cùng hài lòng về chất lượng. Nhưng k hiểu sao lần này tikki lại giao hàng như thế này???
Sách cũ và bị dính bẩn
Sách k có lớp nilon bọc ngoài",,,,0
