content,Quality,Service,Shipping,Packing
8841,"Hàng dùng tạm ổn. Nhưng thái độ shipper thì không thể chấp nhận được. Đại khái là mình đặt TikiNOW, giờ giao hạn chót là lúc 14h. Khoảng 13h hơn thanh niên shipper chắc là sợ trễ giao không kịp nên giả bộ gọi phàn nàn mình là nãy có giao cho mình mà điện mình hoài không được, đợi ảnh giao đơn khác xong phải tốn công quay lại giao cho mình ??? Trong khi mình cầm điện thoại trên tay từ 12h. Xong gần chót giờ thì lại giao cho mình với thái độ là ""alo xuống lấy đồ"" xong mình ra tới thì quăng gói hàng vào tay mình? . Mình trả nhiều tiền hơn cho dịch vụ TikiNOW là để được đối xử ÂN TÌNH vậy à? :)",1,,0,
8931,"mua hàng của tiki trading.
hàng giao quá muộn so với dự kiến, lắp máy xong ngồi chờ mãi k thấy dây đâu lại phải chạy đi mua cục thu wifi dùng tạm, tính ra phát sinh hơn lít.",,,0,
8939,"Sản phẩm ok, không vấn đề gì!
Một sao này dành cho vấn đề vận chuyển như sau:
1/ Đơn hàng này (thanh toán khi nhận hàng) theo kế hoạch là giao vào ngày 17/12, giao sớm ngày 14/12 nhưng không gọi trước, đến nơi gọi mình không được và để hôm sau.
2/ Đơn hàng mà mình đang ngồi đợi ngay lúc soạn bài này (thanh toán trước bằng thẻ), kế hoạch giao ngày 17/12, mình ngồi nhà đợi không dám rời phone từ sáng sớm, đến trưa nhận được mail báo không liên lạc được với mình, test lại phone không hề có cuộc gọi nhỡ nào. Call 19006035 trình bày xong nhận được câu “cố gắng sắp xếp giao lại sớm nhất”. Đến hết ngày không nhận được hàng. Sáng ngày 18/12 (bây giờ) mình thấy trên app vẫn chưa chuyển đi giao nên call 19006035. Và biết được cuộc gọi hôm qua không hề có tác dụng gì, phía TIKI không  hề ghi nhận vấn đề hôm trước mình báo.
Nói tóm lại, vấn đề giao hàng phía Tiki làm việc rất tào lao, đặc biệt là không quan tâm đến phản hồi của khách hàng, không giải quyết được vấn để xảy ra với khách hàng!",1,,0,
9022,"(*) Đánh giá không tính điểm
Hàng dùng tốt đóng gói cẩn thận nhưng hộp sản phẩm bị méo nhàu nát",1,,0,1
9026,"Thấy bảo nhận hàng phải có mã otp mới nhận đc mà chẳg thấy j như mớ rau, k biết hàg f.a.ke k hay thậm trí k nhận đc hàng nhân viên giao hàng vẫn tích hợp nhận bình thường",,,0,
9028,Giao hàng quá chậm. Cần khắc phục thời gian giao hàng!,,,0,
9035,"Sản phẩm đẹp, chất lượng, đáng mua.
chỉ là tiki giao hàng quá lâu",1,,0,
9078,"Giao hàng có vấn đề, đơn hàng  #878855258 đã giao muộn rồi tuy dịp tết thì không vấn đề gì, nhưng là thành báo giao rồi trong khi ai đó giả mạo chữ ký bảo nhận hàng rồi là thế nào hả Tiki ơi?",,,0,
9105,Thái độ nhân viên giao hàng rất tệ,,,0,
9113,"Mua hàng từ hôm 11/11 rồi nhưng bây giờ mới đánh giá. Cho 1 sao tại vì thời gian giao hàng lâu, đợi cả tuần mới nhận được. Tưởng là gửi hàng từ miền nam ra miền bắc thường lâu như vậy tại vì cũng đã từng mua đồng hồ của tgdd và cũng mất 1 tuần mới nhận được, mua thuốc của Long Châu vận chuyển từ nam ra bắc cũng lâu như vậy. Ai ngờ dạo này đặt 3 đơn bên *** cũng là vận chuyển từ nam ra bắc mà 2 đơn 3 ngày đã nhận được, 1 đơn thì 4 ngày. Cảm giác mất cả tuần trời ngóng món hàng mình mua cực kỳ 😡",,,0,
9135,"Chào Tiki, trong rất nhiều lần mình mua hàng từ Tiki thì đây là lần đầu tiên mình nhận được một đơn hàng không hề hoàn chỉnh. Mình không biết trong quá trình vận chuyển thì nhân viên có giữ gìn đơn hàng của khách hay không nhưng đơn hàng sách của mình thì khả năng để bị thấm nước rất cao vì khi nhận được hàng bìa sách của mình bị rộp, bong ra, có vệt nước và dơ. Đơn hàng của mình có 4 cuốn sách thì cả 4 cuốn đều bị nhưng cuốn sách này là bị nặng nhất. Mình rất thất vọng. Mình hi vọng Tiki sẽ kiểm tra lại quá trình vận chuyển, nên gìn giữ đơn hàng nhất là đơn hàng sách. Mình cảm ơn.",,,0,
9163,"Hàng giao móp gáy, nhăn bìa phần mép.",,,0,
9267,"thu phí sip hơi cao, chất lượng đảm bảo",1,,0,
9272,"Sp ok, giao hàng lâu quá.",1,,0,
9275,Giao hàng quá lâu. Chấm 1 sao ạ,,,0,
9375,"Sản phẩm đúng như hình ảnh đã giới thiệu. Chưa sử dụng nên không đánh giá được chất lượng. 
Chân bình bị móp méo khi vận chuyển.",1,,0,
9399,giao hàng như vầy rất bực mình luôn.,,,0,
9415,"Hàng thì nhận được rồi đó, nhưng từ hồi mua hàng Tiki tới giờ mới gặp phải trường hợp shipper giao hàng có khả năng giao tiếp cục súc đến vậy.  ""Alo"" ""Giao hàng"". Khả năng giao tiếp kém như vậy thì sẽ không có lần mua hàng trên Tiki vào lần sau. Mình khá tổn thương nên sẽ không đạn giá gì nhiều nữa. Tạm biệt, thân ái.",,,0,
9431,Thời gian giao hàng lâu hơn dự kiến,,,0,
9480,Ko dug dc gi ca. Giao hang lam mat hang,,,0,
9495,Sản phẩm chất lượng tốt nhưng giao hàng quá chậm. Đơn vị giao hàng là J&T,1,,0,
