Unnamed: 0,content,Quality,Service,Shipping,Packing
5469,"Dù rất kiên nhẫn nhưng không thể đọc hết cuốn sách. Cách diễn giải lan man, không rõ trọng tâm. Đọc xong mà không thoát ra nội dung rõ ràng nào cả.",0,,,
5470,"Đóng gói giao hàng sơ sài, hộp móp méo mà chẳng có bọc chống sốc, sách không nguyên seal thành ra bị lem luốc và gãy tróc phần gáy sách, mép bìa cũng gãy dúm nhưng may mắn chất lượng bên trong vẫn tốt, sáng sủa sạch sẽ ngay ngắn. Tạm ổn.",1,,,0
5471,"Mình mua thêm con này giảm tải bớt cho modem chính , khi kết nối dây LAN từ modem chính qua con 840N này để phát wifi thì làm cho tốc độ của cả hệ thống mạng giảm theo. Rồi tốc độ wifi của nó cũng cực yếu. Trước giờ mình có dùng con TL-WR940N thì ok không vấn đề gì đến khi gắn thêm con 840N này thì bị tình trạng trên, rút ra thì hết. Muốn đổi con TL-WR840N này bù thêm tiền để qua con TL-WR940N cho ổn định. Bực mình từ lúc mua đến giờ.",0,,,
5472,"Nội dung sách khá tệ. Mình mua bộ này vì trước đây có mua quyển ""bác lái xe buýt voi"" con rất thích. Bộ sách này không xứng với số tiền bỏ ra!",0,,,
5473,"Sản phẩm kích sóng yếu, phát wifi xa, bắt lại kém",0,,,
5474,"Mình là fan của LocknLock nên ko cần bàn về chất lượng sản phẩm. Nhưng phải cho 1 sao vì dịch vụ của tiki: đóng gói sơ sài làm bể nắp, mất thẩm mỹ của SP; đơn vị giao hàng J&T làm ăn chậm trễ, đặt cùng lúc mà giao chậm hơn Shoppe express 5 ngày trong khi hàng đã tới gần nhà, nên nếu ko tự ra lấy chắc chậm hơn cả tháng ko chừng!",,,0,0
5475,"Đóng gói Ok, tuy nhiên khi mở hộp ra thì ly bị móp ở góc",0,,,1
5476,Không đúng như quản cáo. Dung lượng không đúng,0,,,
5477,giao khác loại đầu với mô tả,0,,,
5478,"Đóng gói ổn, giao hàng nhanh. Nhưng:
1. Chất liệu giấy kém, không mịn
2. không có bookmark
3. chất lượng hoàn thiện kém: bị lem màu xanh, nhiều chỗ cắt bị lỗi, keo dán bị lộ,...
Đọc xong có bị bong gáy ra không?",0,0,1,1
5479,"sách selfhelp, không giải thích hiện tượng ám ảnh sợ xh dưới góc độ khoa học nhiều lắm, chỉ đơn thuần là đưa ra các ví dụ minh họa cách giao tiếp phù hợp, xong thêm các lời khuyên là bạn đừng nên thế này, đừng nên thế kia, cố gắng lên, không có gì phải ngại hết,...đọc thấy sáo rỗng, chán.",0,,,
5480,"Không vừa với laptop Asus của mình. Shop ghi tên sản phẩm bằng mm nhưng không chú thích rõ có những loại nào ở mô tả, khiến cho người mua dễ nhầm lẫn. Thấy có vài bạn cũng nhầm giống mình. Mình nghĩ không phải ai cũng có đủ khả năng để đo chính xác tới từng mm nên shop hãy để mục lưu ý vào trong thông tin sản phẩm. Không biết mấy bạn kia được đổi chưa, đã nhắn tin cho shop nhưng hình như đã xem cơ mà không thấy shop trả lời. Mong shop sớm phản hồi lại và hỗ trợ giúp mình.

Update: Shop đã nhắn tin lại cho mình. Mong là có hướng xử lý linh hoạt ^^",0,0,,
5481,"Ok sp dùng được, giá hợp lý",1,,,
5482,"đế, đầu đèn đều có vết trầy, gói hàng không kĩ, cả cái hộp sản phẩm cũng không có, túi khí cũng không, mỗi mấy cái bọc nilon, còn shop thì...",,,,0
5483,"Dùng cũng ổn, không bị nóng quá nhiều trong trường hợp mình dùng lâu. Khâu cài đặt mò mẫm muốn khùng luôn dù đã tải app theo giấy hướng dẫn kèm sản phẩm các kiểu. Bực quá định không làm nữa nhưng cũng cố lên youtube search cách cài đặt và cuối cùng đã thành công. Mọi người lên youtube xem video chỉ dễ hiểu hơn nhiều, không cần tải app như giấy hướng dẫn.",0,,,
5484,móc dáng mỏng..... dán dễ rớt... rẻ nên vậy,0,,,
5485,"Nội dung sách tạm thui à theo ý kiến của mình , do mình đọc nhiều thể loại như v r nên thấy cuốn này ko hay lắm . Nếu các b muốn đọc cuốn kiểu kỷ luật có thể mua cuốn ( ko sợ chậm chỉ sợ dừng ) của vãn tình nhé . Mình thấy cuốn đó đọc hay lắm cũng nói về tính kỷ luật nữa .",0,,,
5486,Giao hàng quá chậm và ko cập nhật được chính xác tình trạng giao hàng,,,0,
5487,"Có vẻ như tiki đã ko kiểm tra kỹ
Sách mở ra bị rách, chất lượng giấy sách quá nhẹ so với độ dày, giấy xấu giống kiểu sách lậu
Thất vọng",0,,,0
5488,Không hiểu sao lại giao sai mãu được. Nếu không còn thì báo trước để khách biết chứ. Ko nói gì rồi giao loại khác.,,0,,0
5489,"Đèn xài được 1 ngày hư , chán",0,,,
5490,"Bluetooth connect đc khoảng 30p là out k thấy trên device nữa, không biết do mình hay do sản phẩm, nhờ cửa hàng xem lại dùm mình ạ, sđt ***",0,,,
5491,"hinh thuc te k giong, chat luong kem",0,,,
5492,"Khung sắt to quá so với rãnh nên ghép vào không khớp, phải ép mạnh mới vào được 1 chút, tuy nhiên lúc ủi đồ rất dễ trật khớp và rớt ngã. Khung sắt có cảm giác hơi yếu, ủi đồ cứ lo nơm nớp. Bề mặt bàn ủi vải nhăn nhúm, không thẳng. Lớp vải sờ vào thấy không được mềm, êm như cái cũ của mình. Nói chung là mua về và sử dụng được 1 lần xong là bỏ luôn, ra siêu thị kiếm mua cái mới. Chắc mình xui nên nhận được phải hàng lỗi, kém chất lượng.",0,,,
5493,muốn đổi cục sạc loại khác,,1,,
5494,"âm thanh k rõ, kết nối rè",0,,,
5495,"không có sd được, không có kết nối mạng được",0,,,
5496,Băng thông thực tế chỉ tầm hơn 74Mbps,0,,,
5497,"Tiki kiểm tra giúp, dây sạc pin khôn nhận điện thoại. khi cắm day sac vào điện thoại ip khác thì  nhận, dùng dây khác thì vẫn vào, nhưng giữa dây sạc kèm điện thoại và điện thoại thì không sạc được",0,,,
5498,"Sao không có bóng, mua tưởng có sẳng bóng rồi chứ",0,,,
5499,"Không biết có phải do mình đặt Giao siêu tốc không nhưng mình không hài lòng khi mình nhận sách mà không thấy sách được bọc cẩn thận, mở ra thì phần góc bìa có móp nhẹ. Mong lần sau bên bạn để ý vấn đề này để tránh ảnh hưởng đến cảm nhận của khách hàng.",,,,0
5500,"Kềm bấm cổng RJ45 nhở hơn nút mạng, bấm dễ bị gãy lẫy giữ nút mạng. Nút mạng bình thường 8 chân, túi nút mạng nhận đc cái thì 6, cái thì 7, cái thì 8,... Quá chán!",0,,,
5501,shipper thái độ ko đc tốt lắm,,,0,
5502,Vải ok nhưng bị nhăn nhúm ko đẹp như hình,0,,,
5503,"điện thoại không đỗ chuông reo khi người khác gọi tới
thất vọng với đơn hàng",0,,,
5504,"Khe cặp ipad rơi lên rơi xuống, chân bàn bám kém, sập bàn liên tục",0,,,
5505,"Mua giá 1.621.000 buôn hàng bên TQ về bán mà nói VN??? Inox mỏng, hoàn thiện không tốt như quảng cáo đâu. Nói chung để xong chảo các thứ thì ok chứ mà đặt 300kg như quảng cáo là sập",0,,,
5506,"Chất lượng sách chưa tốt, mình vừa mua 1 ngày đem ra đọc đã bị bung rồi.",0,,,
5507,"Luôn tin tưởng tiki vì giao sách lúc nào cũng đóng hộp kỹ càng nhưng lần này chán quá.
Hộp méo móp rất tệ, băng dính dán xô lệch không chắc chắn.
Còn về phần sách thì bị gập bìa phần dưới, đầy bụi, phần gáy sách keo tèm lem vào bị xước rất  nhiều. Nói chung là có chút thất vọng. Mong tiki lần sau chú ý hơn.
Giao hàng nhanh, hôm qua đặt hôm nay có luôn.",,,1,0
5508,"Máy vừa bóc seal mà màn cạnh bên trái bị bầm đen, bên phải thì bình thường",0,,,
5509,phải tháo usb mỗi khi khởi động máy (với loại khác thì không ảnh hưởng),0,,,
5510,Ko có tính năng gửi lên mạng nên tiện ích không cao,0,,,
5511,Tôi đi Singapore cắm vào ổ tường điện rất lỏng lẻo. Nhiều lúc ko vao điện do cắm ko chắc vào ổ.,0,,,
5512,"về gắn vào acer nitro 5 2019 nhưng máy không lên, đổi khe ram cũng ko lên khi tháo ra chỉ chạy ram theo máy thì máy khởi động bình thường,  tôi muốn đổi cây ram khác thì ntn",0,,,
5513,"Vận chuyển nhanh.
Hãy cẩn thận với dịch giả này!
Các báo đã có nhiều bài cảnh báo.

***

Mặc dù bạn Thái luôn lên lớp người khác về thay đổi bản thân, nhưng chính bạn ấy có thay đổi được đâu. Đặc biệt là thói chỉ thích khen không thích chê. Các bạn cứ lên youtube, fb của ổng mà xem, chỉ có khen thôi, như thế mới lùa được gà mua sách, đăng ký khoá học. Còn chê cái là auto ban. Quả báo sẽ đến sớm thôi! Chúc may mắn!",0,,1,
5514,Chất lượng chi tiết tạm được.,1,,,
5515,"tấm Inox quá mỏng, vậy mà đề là inox 304. quá tệ",0,,,
5516,"Hàng đúng như mô tả, chưa sử dụng không biết hiệu quả thế nào. Cho 3 sao",1,,,
5517,"như hàng giả, sạc điện còn k vào, kết nối với mt cũng k được. shop đổi cho e sp khác đi",0,,,
5518,Tạm! ......................,0,,,
5519,"đặt 1 cái bàn hơn 700k và 1 cái bàn gần 400k, đơn hơn 1100k thu đủ mà có 1 cái bàn 400k thôi. Nhắn tin hơn 12 tiếng chưa rep. Shop official mà làm ăn như vậy đấy !!!",,0,,0
5520,"Mua 3 cái mà tiki giáo có 1 cái  , tiki giáo mình đồ thiếu lần này là lần 2 rồi",,,,0
5521,Shipper đang nhờ 1 người khác giao về giúp. App báo là đã giao nhưng thực tế mình chưa nhận được. Tết có thể thông cảm nhưng về khía cạnh dịch vụ thì shop cần phải xem lại!,,0,0,
5522,Nhận được hàng ko thấy keo dán hỏi cách dán cũng chẳng thấy trả lời. Chán Tiki,0,0,,
5523,"Treo đầu dê bán thịt chó, tem bảo hành đã bị bóc, cục nguồn như shit luôn: thiếu tụ điện, thiếu con trở tùm lum",0,0,,
5524,"Giao hàng trễ. Đặt đầu tuần, hạn thứ 6 giao mà bị delay sang thứ 2 tuần sau, làm lỡ biết bn công việc. Đã v hộp còn bị mốp méo, giao hàng điện tử mà k lót bóng khí hay xốp gì cả. Để trong hộp to hơn cả ổ cứng lắc qua lại ổ cứng chạy rột rột. Chưa nói về chất lượng ổ cứng thì về giao hàng vs đóng gói nếu đc chấm âm sao. Quá thất vọng",,,0,0
5525,"Cân quá nhỏ so với tưởng tượng trước khi mua. Nhìn, để trên tay như đồ chơi.
Dùng 1 vật để lên cân nhiều lần, thì số liệu hiện ra khác nhau sau mỗi lần cân.",0,,,
5526,"Hàng nhái,
Kém chất lượng
Sửa dụng có mùi hôi phải bỏ hết",0,,,
5527,"Chất lượng SP kém, sóng wifi hay bị suy yếu.
gửi về cửa hàng kiểm tra đã lâu vẫn chưa thấy trả lời",0,,,
5528,Hộp mực lỗi in ra toàn sọc,0,,,
5529,"K tự nhận như các cổng khác, phải cài đặt theo đĩa. Cài trên win 11 thì k thấy có tín hiệu gì.",0,,,
5530,"Đơn hàng này ghi là mực Canon 325 nhưng giao đến cho mình ruột bên trong là Canon 435A
Như vậy là lừa đảo rồi.",0,,,
5531,Kích thước ngang ko phù hợp,0,,,
5532,"cắm mạng không vào, dây khác dùng bth",0,,,
5533,"Hàng đẹp như hình, tiki giao hàng nhanh.
Dung lượng thực tế của ổ cứng là 698GB thay vì 750GB như thông tin đã đưa.",0,,1,
5534,Sản phẩm giao lỗi. Lần này trải nghiệm sp tệ quá,0,,,
5535,"Tôi mua 3 combo mà chỉ giao 1?!!!!!!
Tôi đã trả tiền 3 combo rồi mà?
Shop giao hàng ko kiểm tra kỹ cho khách!!!
Đề nghị giao bù cho tôi 2 combo còn lại.

Shop đã giao bù rồi.
Cảm ơn Tiki nhắc giúp.",,,,0
5536,"Theo mẩu thanh đứng số 1 và 6= 35cm , giao hàng đúng kich thước 
thanh ngang số 2 và số 4 có kich thước là 35 nhưng thực tế hàng dc giao chỉ dài có 26cm
Thiếu vít bắt, 
Đề nghi nha cung cấp xem lại có phải giao nhầm ko
Nhân viên giao hàng nhiệt tình, hàng nhận nhanh",0,,1,
5537,Sản phẩm rất tệ hư gần hết ko dùng được...,0,,,
5538,"Đã đặt mấy đơn hàng mực in 12A, nhưng đơn hàng đặt ngày 06/02/2020 tiki giao hàng kg đúng chủng loại. Tem ngoài vỏ ghi mực 12A dùng cho máy in canon 2900 nhưng kg lắp được vào để sử dụng. Ảnh chụp hai hộp mực đợt trước và đợt sau kg giống nhau",,,,0
5539,"mới khui hộp, nhưng thấy nút khởi động lỏng lẻo, chứng tỏ độ hoàn thiện còn hạn chế",0,,,
5540,"sách bị nhàu với bị móp méo hết. mua 4 cuốn ko cuốn nào lành lặn, góc của sách thì nhăn rất nhiều. với lại còn bị bám rất nhiều bụicòn ship thì kêu tôi tự đến chỗ shop gửi hàng đến để tự lấy sách. với lại mua sách bình thường sẽ có giấy đánh dấu trang mà 4 cuốn đc mỗi 1 cuốn. shop đóng gói sách rất ẩu và ko có màng chống bụi. nói chung thì mua sách lần này thất vọng nhiều. mọi người rút kinh nghiệm kiểm tra sách kĩ",,,,0
5541,Sách mới nhưng không có màn bọc,1,,,0
5542,"Mua tủ nghĩ giao xong là đung đồ được, nào ngờ phải lắp ráp, hư luôn cái tủ",0,,,
5543,"Phút cắm dở tệ, lỏng , ít vào điện",0,,,
5544,mực lô này xài được 5 ngày là hết ... quá tệ,0,,,
5545,"sản phẩm tốt, vận chuyển quá lâu , bị hư góc do vận chuyển",,,,0
5546,"Đặt mua một đằng, giao hàng một nẻo",0,,,
5547,"bộ tesr bị hư, ko xủe dụng được",0,,,
5548,"Điện thoại đẹp, nguyên seal chinsh hãng, đóng gói kỹ càng. Trừ 2 sao vì lần này tiki giao hàng không đúng ngày dự kiến. Làm mình đặt địa chỉ giao về nhà vào cuối tuần, nhưng dời ngày giao sang trong tuần, đổi địa chỉ nhận hàng k được. Trầy trật lắm mới nhận đc đơn",1,,0,1
5549,"Giao hàng thiếu nguyên bộ phát wifi nhận được mỗi củ sạc và dây lan. Phản hồi từ Nhận hàng từ 9/6 đến hôm nay 23/6 mới giải quyết lại bảo không chấp nhận phản hồi của khách. Hàng các ông giao thiếu thì trách nhiệm của các ông, tôi trả tiền đầy đủ là hàng của tôi, lại bảo phải quay video mở hàng, tôi là người dân không có điện thoại để quay các ông gói hàng thiếu bắt tôi phải nhận ah. Tổng trọng lượng tôi nhận được có 0,3kg cả vỏ hộp tiki và hộp sp công ty thử đóng gói đầy đủ 1 sản phẩm tương tự đem cân xem bao nhiêu mà mất 2 tuần ko giải quyết cho khách",,0,0,0
5550,Mình đặt mua 5 cuốn!!! Mà khi nhận được hàng thì như thế này đây ạ!!! Cuốn nào cũng bị cong hết á!!!,,,,0
5551,chưa dùng chưa biết chất lượng,1,,,
5552,"mình xài nc bồn nên gắn vào nc chảy cực kỳ yếu nha.
chỉ thích hợp xài cho nc máy thôi nha mọi người. 
nhà bán hàng ko cảnh báo trc cho người mua.",0,,,
5553,"Hàng giao không đung thương hiệu Sunnon và xuất xứ Việt Nam. _x000D_
Hàng nhận được thương hiệu là Sqgiun, made in China._x000D_
Chất lượng thì vừa phải, chạy êm nhưng không mát lắm, lượng gió lưu thông hơi ít.",0,,,
5554,Giữ nhiệt tốt nhưng màu sơn quá dễ bị trầy,0,,,
5555,Mình đặt sản phẩm từ thứ 7 tuần trước. Cần gấp nên chọn giao hàng nhanh. Nhận được sản phẩm vỡ nắp. Và qui trình kéo đến giờ mình chưa nhận được sản phẩm mới. Cần gấp và thời gian kéo 1 tuần lễ. Không biết khi nào Tiki mới sử lý cho mình.,,0,,0
5556,đi đường khăn nó bị cắt ra thành từng mảnh rồi😤😤😤😤. giáo hàng khôg giống hình.. ai có ý định mua thì nên xem xét lại. phí tiền,0,,,
5557,"Mua đèn mới dùng được 2 tháng mà cổng cắm sạc với đèn lỏng lẻo, chập chờn, cứ 1 tí lại tắt đèn. Hàng chất lương rất kém, mua lãng phí tiền lắm ạ, các bác đừng mua nhé, không lại thấy ức chế khi cho con học. Thực sự mua đc cái đèn học mà ko học nổi.",0,,,
5558,"Hộp hàng thì bẹp dúm dó. Sách bên trong thì nhàu nhĩ. Thật sự thất vọng. Đợt mua Văn Minh Vật chất của Người Việt cũng vậy. Cả tiki và nhà phát hành đều có lỗi trong lần giao hàng này. Thực sự thất vọng. Shipper gọi giục báo khách là “đã đến nơi rồi xuống đi!!!”, trong khi mình ngồi ngay văn phòng tầng 1 đang chờ mãi! Tới lúc khách phải ra tận sảnh đứng đợi cũng không thấy đâu thì lại bảo đang tới nơi sắp rẽ vào rồi… Quá chán nản đơn hàng này",,,0,0
5559,"Sách dính bụi nhiều và màu có vẻ hơi cũ, do vận chuyển không có chống sốc nên bị quăn ở các mép sách mặc dù mình đã cố nắn lại r :((",,,,0
5560,"Thiết bị hoạt động không tốt, cắm vào PC ngay dưới chân, kết nối bluetooth với tai nghe (cách khoảng 1m) mà nghe rất rè, không nghe ca nhạc được.",0,,,
5561,"Đầu đũa khó gap thức ăn, đóng gói can than",0,,,
5562,ô nhỏ mỏng vừa đúg giá tiền,1,,,
5563,"Tiki đóng gói sơ sài, 3 quyển sách mà lại bọc trong 1 lớp túi chống sốc. Đầu 1 quyển bị mài đúng cái chỗ túi thủng.",,,,0
5564,bình bị đổ mồ hôi má ơi :(((,0,,,
5565,"Thấy mọi người bảo mua trên Tiki rẻ và tiết kiệm hơn khi mua ở ngoài.Nhưng vì tiết kiệm mấy chục mà nhận được quyển sách như thế này thì không đáng 1 chút nào. Sách vừa vũ vừa bẩn,thực sự không hiểu khâu đóng gói và kiểm duyệt của Tiki như thế nào nữa. Đây là đơn hàng đầu tiên mà đã nhận lại sự thất vọng như thế này rồi,có lẽ đây là làn đầu cũng như lần cuối mua sách ở trên Tiki.",,,,0
5566,"Sản phẩm bị bể , khung dù ổn nhưng shop bán hàng như vậy thì hơi uổng",,,,0
5567,Gửi thiếu sản phẩm đang ký 2c mà gửi 1c,,,,0
5568,shop bán ổ cứng mà shop k kèm dây sao gắn vào cổng sata =[[ hàng chất lượng giao hàng nhanh,1,0,1,
5569,"úi trời ơi,thua đồ chơi em bé. vừa nhận hàng xong ném xuống sông luôn",0,,,
5570,"USB này có kích thước nhỏ hơn mình nghĩ, không tặng kèm dây đeo nên không cẩn thận rất dễ rơi. Tốc độ ghi tạm được, khi sử dụng rất dễ bị nóng, dùng để ghi dữ liệu thì ổn. Tiki giao hàng rất nhanh. Đánh giá 7/10.",1,,1,
5571,Gỗ hơi yếu vặn k cẩn thận là gỗ vỡ theo vân,0,,,
5572,sách bị thiếu trang. thất vọng về sản phẩm,0,,,
5573,"Mình đo cả nước máy, nước lọc, nước sôi để nguội đều ra thông số gần như nhau 31 33 36 => khả năng đánh giá độ tinh khiết nước ko cao.",0,,,
5574,"Mình chấm 3.5/5.0 điểm cho quyển này.
Đây là ý kiến chủ quan của cá nhân mình:
1. Về hình thức: Sách mới không móp méo gì, sạch sẽ.
2. Vấn đề vận chuyển: 2 ngày là có ngay khá nhanh luôn.
3. Về nội dung: Nếu các bạn từng đọc sách của Vãn Tình thì thấy 2 cái cũng na ná nhau về văn phong, đều dùng những câu chuyện ngắn để rút ra bài học sâu sắc cho người đọc. Cá nhân mình thấy tên sách và nội dung không liên quan nhau( nếu nhìn tên sách có thể gây hiểu nhầm là đây là 1 cuốn sách về cách kỷ luật bản thân hiệu quả hoặc cho ra vài tips nào đó hữu ích). Ban đầu thì vài câu chuyện ngắn đọc theo mình cũng ổn có liên quan tới kỷ luật đó còn về sau thì thấy cũng bình thường như mấy người bạn tụ họp với nhau rồi kể 1 số câu chuyện thường nhật về cuộc sống thôi. Vì vậy nên mình cho điểm thấp do nội dung mình thấy không liên quan gì tới tên sách, không hấp dẫn cho lắm.",0,,1,1
5575,Bị rỉ nước ở phần ko lắp ráp,0,,,
5576,"Đọc chưa hết mà gáy đã long hết cả, lần đầu tien gặp sách như vậy",0,,,
5577,Ram có vết trầy xước trên chân cắm,0,,,
5578,"shop bán hàng .đến cả quyển sách hướng dẫn để láp ráp cũng không có.
chỉ có ốc .miếng gỗ và 2 khung sắt
mail gửi về cho khách thì mail 1 chiều hay sao không biết
khách gửi phản hồi lại thì toàn để mail bên tiki đầy.chả hiểu sao",,0,,
5579,Đã dùng hơn 2 tháng bình thường nhưng gần đây hay đột nhiên ngắt kết nối mạng. Rất bực mình. Một ngày ngắt kết nối 5-6 lần. Có khi ngắt cả ngày,0,,,
5580,"1 sao, nói chung hàng tiki giao hàng phí qá cao. nhân viên phục vụ ko hài lòng, ko quay lai mua hang tiki",,0,0,
5581,"Gối bị xẹp, không căng đúng phom",0,,,
5582,"Sản phẩm xấu tệ, xước nhiều, viền nhựa nham nhở không hề giống hình chụp. Yêu cầu trả lại hàng.",0,,,
5583,"sách mình nhận được bị rách 1 phần, mặc dù mình rất tin tưởng Tiki nên mua sách, đồ dùng rất nhiều nhưng sản phẩm làm mình chưa hài lòng!!! Mong Tiki chú ý hơn",0,,,
5584,Giao hàng nhanh nhưng sách cũ và trầy xước nhiều! Mình mua để tặng nhưng nhìn cũ quá muốn hờn luôn á!,0,,,
5585,"Giao hàng nhanh, có khung ảnh và bookmark, được bọc, tuy nhiên góc sách bị gãy.",0,1,1,1
5586,mỗi lần kết nối lại đều hiển thị ko có internet chờ một lúc lâu mới vào được dã thử reset lại rất nhiều lần nhưng ko đc thậm chí còn ko vào đc game,0,,,
5587,"Mình đang sử dụng repeater TPLink WA850RE, mua con này để cải thiện thiện chất lượng đường truyền thêm do có dây dài và 2 ănten dễ di chuyển đến vị trí thuận lợi, kết quả là chất lượng kết nối còn thua cả cái repeater mình đang dùng cắm ổ điện góc tường.",0,,,
5588,k thể kết nối internet biết là hàng rẻ thì chất lượng cũng không cao nhưng chưa dùng được 1 ngày thì quá lắm,0,,,
5589,"Nội dung sách thú vị, nhưng tiki có lẽ giao cho mình sách cũ rồi, bề mặt sách đã bị trầy xước nhiều, những phần góc của book mark bị cong. Đó là những điểm mình chưa hài lòng về sản phẩm này",,,,0
5590,"Một cuốn sách đáng đọc giữa quá nhiều thông tin sai lệch về cách thanh lọc như hiện nay_x000D_
_x000D_
Lúc mua thì để là có  bookcare nhưng nhận được hàng hơi thất vọng với lớp nilong mỏng manh bên ngoài, để trong 1 cái hộp hơi to mà không có xốp chống sốc.",1,,,0
5591,"Không biết bên biên soạn làm việc như thế nào nhưng mới giải tới đề 3 thôi đã lắm câu lỗi. Đáp án trác nghiệm có sự sai lệch với đáp án trong phần giải thích, đề hỏi một câu đáp án và giải thích một ngã. Mua sách về để ôn thi với học thêm kiến thức nữa, sách sai như này thì ảnh hưởng không ít đâu ạ.",0,,,
5592,SSD BỊ LỖI HAY SAO MÀ TỐC ĐỘ BÒ CÒN HƠN HDD.,0,,,
5593,hàng thô k đc đẹl  cho lâm,0,,,
5594,"Sau khi check từ nhiều nguồn về giá cả, ngoại hình, cách đóng gói của keo tản nhiệt thì mới biết shop bán con Arctic fake. Chả hiểu sao fake lòi ra mà để là hàng chính hãng???",0,,,
5595,"Cảm quan đầu tiên là bìa rất đẹp, nhưng khi mở phần cuối thì phát hiện ra sách bị bong bìa. Ngoài ra thì gáy sách cũng như mọi người đã thấy, không biết là do vận chuyển hay sao?",1,,0,0
5596,Mình mua về sài mà khi cắm vào tất cả các máy đều không nhận . Cài đủ thứ usb cũng k nhận mang ra tiệm thử ng ta báo usb này hỏng . Vừa nhận hàng tiki xong mang ra tiệm báo vậy . Nản vứt luôn . Hên xui thì mới trúng dk cái dùng dk . Toàn đồ dởm,0,,,
5597,tạm tạm ổn ổn dùng hơi nóng,0,,,
5598,"Mua hàng ol nhiều năm rồi lần đầu tiên gặp trường hợp gói hàng như thế này ạ, gói ko có 1 miếng xốp bên trong làm sách trầy khá là nhiều, mình đọc sách và muốn sở hữu và trân trọng nên mình không thích sách mình có tí vấn đề nào đâu ạ, mong lần sau tiki sẽ chú ý hơn :)",0,,,0
5599,"Mk mua hàng, giao thiếu hàng. Báo lại thì shop bảo xem lại mà cả tuần nay Ko phản hồi. Chán thật. Trăm người bán, vạn người mua. Người mua nên xem xét kĩ lưỡng về đánh giá và mua nhé!",,0,,0
5600,ổ cứng tốt nhưng gói hàng quá tệ ...,1,,,0
5601,Tạm ! Pin sạc chỉ lên được 70%,0,,,
5602,"Tên là dây đèn nháy nhiều màu, nhưng giao dây đèn vàng. Đừng hỏi sao tôi đánh giá 1 sao nhá.",,,,1
5603,"Cả tháng mới nhận được hàng, chán Tiki quá :( còn cây lau được cái đẹp thui chứ lau k êm, kéo đi thì đc kéo lại thì bị giựt làm gạch bị quần nhìn dơ thêm chứ k đc j... quá thất vọng",0,,,
5604,lá đồng tiếp xúc kém với rắc cắm. cắm vào thì dễ rút ra dùng việc khác thì rất khó. lại phải tháo ra uốn lại chân đồng. lá đồng bên trong thì mỏng như giấy. mong tiki xem xét lại các đơn vị bán hàng để người mua hàng tin tưởng tiki hơn.,0,,,
5605,Giao hàng kém nói chuyện mất lịch sự. Chờ xíu mà làm như đi ăn cướp vậy.,,,0,
5606,"Tốc độ đọc ghi quá chậm, đôi lúc còn về 0. Dây cáp đi kèm chất lượng cực kém, đổi sang dây xịn thì tốc độ có tốt hơn nhưng vẫn rất chậm.
Tôi mua hàng của Tiki Trading thì  giờ có được đổi sang sản phẩm khác không ? Chất lượng kém như nào sao dùng được ?",0,,,
5607,"Shipper giao hàng gọi điện thoại nói chuyện quạo quọ, mạng yếu nghe không rõ. Cũng không nói ai từ đâu. _x000D_
Xuống tới nơi lấy hàng mặt quạo tiếp, không nói được 1 câu + cầm điếu thuốc. _x000D_
Mình hỏi có phải giao đơn hàng cho mình không thì giơ đồ lên, đưa xong không nói đc 1 tiếng xã giao mà lo vọt lẹ._x000D_
Tiki có chỗ cho đánh giá shipper không vậy ?",,,0,
5608,"Tiki giao nhầm hàng, đặt mua WA850RE thì giao WA855RE (như hình đính kèm).
bảo nhân viên ship lại thì không chịu bắt phải liên hệ chủ shop.
Tôi muốn trả hàng và nhận lại tiền ngay!",,0,,0
5609,nhận hàng có vấn đề. Đề nghị hỗ trợ,0,,,0
5610,Giao hàng chậm. Tiki Now nhưng giao không Now xíu nào. Sách 300k cơ mà 8 góc cuốn sách đều bị nhăn,,,0,0
5611,quá mỏng v yếu. độ bám ko cao,0,,,
5612,"Tôi có mua 1 đơn hàng trên app Tiki, đơn hàng có 2 sản phẩm: Tp link và chuộc không dây, của nhà cung cấp là Máy tính Lanh Dung, ngày hôm nay tôi đã nhận 1 kiện và chỉ có 1 sp Tp Link. Nhưng app báo là đã giao hàng cả 2 sản phẩm. Tôi đã liên hệ tổng đài Tiki nhưng ko được giải quyết thoả mãn. Mong Tiki và nhà cung cấp sản phẩm này xem lại việc này. Xin cảm ơn
Đơn hàng số:
440424054",,0,,0
5613,"Giao hàng kg đúng, nhựa xi bạc, kg phải inox như 2 lần trước đây mà mua của shop._x000D_
Shop liên lạc lấy về và đổi giúp",,,,0
5614,Lý thuyết dày quá! Chưa thiết thực,0,,,
5615,"Ham rẻ cần gấp nên mua ai dè đâu thấy như không, tốn tiền tốn thời gian, để lỗ nông đến mức không thể đi hết ốc, vặn muốn hư vít banh dấu vẫn không tài nào sát được. Có ngăn còn không thèm đấu lỗ để khách hàng vít",0,,,
5616,"tôi đã mua thử 1 con và cảm thấy khá thất vọng khi chơi game vẫn không khắc phục được , mặc du đang nằm ở chế độ 5ghz nếu tiki nhận được lời nhận xét này nếu có cách khắc phục thì chỉ giúp mình với nhé",0,,,
5617,"Sách dịch chán quá ?‍? mọi người đừng nên mua, có thì nên mu bản khác chứ bản này đọc ức chế lắm",0,,,
