id,title,content,rating
,Rất không hài lòng,"Mình đặt bản 32gb, màu gold; bên bán hàng giao màu graphite mà không hỏi ý kiến bên mua. Dịch vụ quá tệ.",1
,Cực kì hài lòng,Máy xài thích! Cầm rất thoải mái và chắc tay,5
,Cực kì hài lòng,Hàng mới nguyên seal. Shop tư vấn rất nhiệt tình.,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Rất không hài lòng,Sp khác review inbox trên YouTube và hướng dẫn chính hãng,1
,Cực kì hài lòng,,5
,Hài lòng,"mua trên tiki đắt hơn mua từ nhà phân phối 200k. Giá tiki ghi là 7350k, giá hóa đơn 7139k",4
,Cực kì hài lòng,,5
,Cực kì hài lòng,Sản phẩm như mô tả!,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,service rat tot. giao hang cung nhanh!!,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Lần đầu mua máy đọc sách.
Mất rất nhiều thời gian suy nghĩ chọn PPW5 hay OA3.Cuối cùng quyết định mua luôn OA3 bản 32Gb.
Món quà tặng tuyệt vời cho cô em gái mới thi lên lớp 10.

Sản phẩm có vỏ nhôm cao cấp,nhẹ,độ hoàn thiện cao...giao hàng nhanh.Sản phẩm đáng để mua vì đầu tư cho tri thức,cho giáo dục.",5
,Rất không hài lòng,"Mình đặt bản 32gb, màu gold; bên bán hàng giao màu graphite mà không hỏi ý kiến bên mua. Dịch vụ quá tệ.",1
,Cực kì hài lòng,Máy xài thích! Cầm rất thoải mái và chắc tay,5
,Cực kì hài lòng,Hàng mới nguyên seal. Shop tư vấn rất nhiệt tình.,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Rất không hài lòng,Sp khác review inbox trên YouTube và hướng dẫn chính hãng,1
,Cực kì hài lòng,,5
,Hài lòng,"mua trên tiki đắt hơn mua từ nhà phân phối 200k. Giá tiki ghi là 7350k, giá hóa đơn 7139k",4
,Cực kì hài lòng,,5
,Cực kì hài lòng,Sản phẩm như mô tả!,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,service rat tot. giao hang cung nhanh!!,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Máy dùng rất thích. Cảm giác cầm khá đầm tay (nếu đọc lâu thì sẽ hơi mỏi một tẹo). Đây là bản Kids+ nên có giá mềm hơn bản thường một tẹo, tuy nhiên mình không thấy có bất kì vấn đề gì ở bản này cả. 

Amazon có offer người dùng 1 năm sử dụng Kids+ nhưng mà hình như ở VN không hỗ trợ, mình loay hoay mãi mà vẫn không activate được.

Máy đọc các sách thuần chữ, ít hình ảnh khá mượt. Đặc biệt các đuôi EPUB, AZW, MOBI đúng với định dạng hỗ trợ của máy. Tuy nhiên, nếu phải xử lý các file có dung lượng cao, nhiều hình ảnh, máy có hơi lag và phản hồi chậm hơn.

Nhìn chung, đây là một sản phẩm tương đối đáng tiền. Thích hợp cho những bạn không muốn mang vác nhiều và sợ làm quăn sách. Đồng thời với những bạn thích đọc sách nước ngoài nhưng vì budget có hạn nên không mua được sách giấy. Sách Việt thì mình thấy đa phần sẽ chỉ có định dạng PDF, đọc không được thích cho lắm.

TiKi giao đơn rất nhanh, chỉn chu. Shipper hỗ trợ nhiệt tình và khá thân thiện. 😁",5
,Hài lòng,"Giao hàng nhanh. Máy còn nguyên seal. Có ốp da chính hãng. Lần đầu mình dùng kindle thấy tác vụ không được mượt khi dùng smartphone, thấy hơi giật giật không biết là bình thường hay máy mình có vấn đề gì ak?",4
,Cực kì hài lòng,"Thiết bị nhỏ gọn nằm vừa trong lòng bàn tay, đọc sách rất thích. Khi mua hàng ở đây còn có kèm thêm bao da chính hãng của Amazon.",5
,Cực kì hài lòng,"Máy đẹp, cover cũng rất nét. Mới đầu sử dụng còn lúng túng, khi hiểu máy thì dùng rất thích. Mình bị cận nhưng đọc thử khá ổn, có những đuôi file có thể tăng giảm cỡ chữ rất thuận tiện.",5
,Cực kì hài lòng,"Máy đuợc đóng gói cẩn thận, nguyên hộp, đầy đủ phụ kiện.
Chất lượng máy rất tốt",5
,Cực kì hài lòng,"Lần đầu tiên trải nghiệm máy đọc sách, cảm giác đặc biệt và hứng thú hơn sách giấy. Shop giao hàng nguyên seal, đóng gói tốt và giao hàng nhanh. Đáng mua.",5
,Cực kì hài lòng,Hàng đúng mô tả. Shop có tâm giao bản kids nên không gặp rắc rối trong việc gỡ quảng cáo. Pin trâu và sạc cũng nhanh. Đáng mua cho bạn nào muốn đọc sách.,5
,Hài lòng,Máy thì ok nhưng mà rõ ràng mình đặt bao da màu đen lại đưa bảo da màu xám. Sai phòng thủy. Kho hài lòng lắm,4
,Cực kì hài lòng,"hàng được đóng gói kĩ lắm, giao nhanh
shop tư vấn nhiệt tình
lần đầu mình mua mđs, cảm thấy rất ok, mong sử dụng được lâu dài",5
,Cực kì hài lòng,"ok giao đúng giờ, hàng chuẩn mới đẹp nha",5
,Cực kì hài lòng,"Chất lượng tốt, giá cả phải chăng",5
,Cực kì hài lòng,"Cảm ứng tạm được, đèn vàng đọc đêm đỡ mỏi mắt, mình thích màn hình to nên thích bản 5 này hơn 4. Cover đi kèm đẹp",5
,Cực kì hài lòng,Đc,5
,Cực kì hài lòng,Hàng mới cứng và chất lượng lắm ạ.,5
,Cực kì hài lòng,"Mọi thức ổn, giao hàng nhanh, máy còn nguyên seal",5
,Cực kì hài lòng,"Mình đặt màu xanh, bill màu xanh nhưng giao màu đen. 
Tuy nhiên sau khi nhận được phản hồi thì bên phía Techmore đã liên hệ và xử lý vấn đề ngay. Cám ơn Techmore.",5
,Cực kì hài lòng,"Giao hàng nhanh và đóng gói cẩn thận. Máy dễ sử dụng, đọc không chói mắt.",5
,Cực kì hài lòng,"Cho mình hỏi cái này cho Kid là sao ạ
Giao hàng nhanh. Ok, trải nghiệm xong đánh giá tiếp",5
,Cực kì hài lòng,Shop rất nhiệt tình tư vấn và hỗ trợ về ốp lưng. Cảm ơn shop nhiều và chúc shop mua may bán đắt ❤️,5
,Cực kì hài lòng,"- Nhà bán giao hàng nhanh chóng, Từ hà nội đến TP.HCM chỉ mất thời gian 3 ngày.
-Sản phẩm đúng như quảng cáo . Hàng mới.",5
,Cực kì hài lòng,"Máy dùng rất thích. Cảm giác cầm khá đầm tay (nếu đọc lâu thì sẽ hơi mỏi một tẹo). Đây là bản Kids+ nên có giá mềm hơn bản thường một tẹo, tuy nhiên mình không thấy có bất kì vấn đề gì ở bản này cả. 

Amazon có offer người dùng 1 năm sử dụng Kids+ nhưng mà hình như ở VN không hỗ trợ, mình loay hoay mãi mà vẫn không activate được.

Máy đọc các sách thuần chữ, ít hình ảnh khá mượt. Đặc biệt các đuôi EPUB, AZW, MOBI đúng với định dạng hỗ trợ của máy. Tuy nhiên, nếu phải xử lý các file có dung lượng cao, nhiều hình ảnh, máy có hơi lag và phản hồi chậm hơn.

Nhìn chung, đây là một sản phẩm tương đối đáng tiền. Thích hợp cho những bạn không muốn mang vác nhiều và sợ làm quăn sách. Đồng thời với những bạn thích đọc sách nước ngoài nhưng vì budget có hạn nên không mua được sách giấy. Sách Việt thì mình thấy đa phần sẽ chỉ có định dạng PDF, đọc không được thích cho lắm.

TiKi giao đơn rất nhanh, chỉn chu. Shipper hỗ trợ nhiệt tình và khá thân thiện. 😁",5
,Hài lòng,"Giao hàng nhanh. Máy còn nguyên seal. Có ốp da chính hãng. Lần đầu mình dùng kindle thấy tác vụ không được mượt khi dùng smartphone, thấy hơi giật giật không biết là bình thường hay máy mình có vấn đề gì ak?",4
,Cực kì hài lòng,"Thiết bị nhỏ gọn nằm vừa trong lòng bàn tay, đọc sách rất thích. Khi mua hàng ở đây còn có kèm thêm bao da chính hãng của Amazon.",5
,Cực kì hài lòng,"Máy đẹp, cover cũng rất nét. Mới đầu sử dụng còn lúng túng, khi hiểu máy thì dùng rất thích. Mình bị cận nhưng đọc thử khá ổn, có những đuôi file có thể tăng giảm cỡ chữ rất thuận tiện.",5
,Cực kì hài lòng,"Máy đuợc đóng gói cẩn thận, nguyên hộp, đầy đủ phụ kiện.
Chất lượng máy rất tốt",5
,Cực kì hài lòng,"Lần đầu tiên trải nghiệm máy đọc sách, cảm giác đặc biệt và hứng thú hơn sách giấy. Shop giao hàng nguyên seal, đóng gói tốt và giao hàng nhanh. Đáng mua.",5
,Cực kì hài lòng,Hàng đúng mô tả. Shop có tâm giao bản kids nên không gặp rắc rối trong việc gỡ quảng cáo. Pin trâu và sạc cũng nhanh. Đáng mua cho bạn nào muốn đọc sách.,5
,Hài lòng,Máy thì ok nhưng mà rõ ràng mình đặt bao da màu đen lại đưa bảo da màu xám. Sai phòng thủy. Kho hài lòng lắm,4
,Cực kì hài lòng,"hàng được đóng gói kĩ lắm, giao nhanh
shop tư vấn nhiệt tình
lần đầu mình mua mđs, cảm thấy rất ok, mong sử dụng được lâu dài",5
,Cực kì hài lòng,"ok giao đúng giờ, hàng chuẩn mới đẹp nha",5
,Cực kì hài lòng,"Chất lượng tốt, giá cả phải chăng",5
,Cực kì hài lòng,"Cảm ứng tạm được, đèn vàng đọc đêm đỡ mỏi mắt, mình thích màn hình to nên thích bản 5 này hơn 4. Cover đi kèm đẹp",5
,Cực kì hài lòng,Đc,5
,Cực kì hài lòng,Hàng mới cứng và chất lượng lắm ạ.,5
,Cực kì hài lòng,"Mọi thức ổn, giao hàng nhanh, máy còn nguyên seal",5
,Cực kì hài lòng,"Mình đặt màu xanh, bill màu xanh nhưng giao màu đen. 
Tuy nhiên sau khi nhận được phản hồi thì bên phía Techmore đã liên hệ và xử lý vấn đề ngay. Cám ơn Techmore.",5
,Cực kì hài lòng,"Giao hàng nhanh và đóng gói cẩn thận. Máy dễ sử dụng, đọc không chói mắt.",5
,Cực kì hài lòng,"Cho mình hỏi cái này cho Kid là sao ạ
Giao hàng nhanh. Ok, trải nghiệm xong đánh giá tiếp",5
,Cực kì hài lòng,Shop rất nhiệt tình tư vấn và hỗ trợ về ốp lưng. Cảm ơn shop nhiều và chúc shop mua may bán đắt ❤️,5
,Cực kì hài lòng,"- Nhà bán giao hàng nhanh chóng, Từ hà nội đến TP.HCM chỉ mất thời gian 3 ngày.
-Sản phẩm đúng như quảng cáo . Hàng mới.",5
,Cực kì hài lòng,"Sản phẩm đệp, máy chắc chắn, chữ rõ nét",5
,Cực kì hài lòng,"Máy sử dụng khá ổn, gọn nhẹ. Shop đóng gói ok, có giấy tờ đầy đủ, bao da của Amazon đẹp và cầm rất thích.",5
,Cực kì hài lòng,"Hình ảnh rõ nét, đọc không mỏi mắt, tốc độ nhanh hơn thế hệ cũ.",5
,Cực kì hài lòng,"Nhìn rõ nét dứoi ánh mặt trời, đẹp, giao hàng nhanh",5
,Hài lòng,"Sản phẩm dùng 1tg thì xuất hiện lỗi Application Error khi mở máy, nhưng không ảnh hưởng đến quá trình sử dụng",4
,Cực kì hài lòng,"Đã nhận được máy, máy đẹp, giao hàng nhanh, lần đầu sử dụng, nhìn màn hình không thấy đau mắt, chất lượng ok",5
,Cực kì hài lòng,Máy đẹp.,5
,Cực kì hài lòng,sách rất ok nhé,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Máy không có gì để chê , shop tư vấn nhiệt tình và luôn hỗ trợ người mua",5
,Hài lòng,"Máy gọn nhẹ dễ thao tác, có điều hơi lag không biết các máy khác có vậy không hay là do mình sử dụng điện thoại quen.",4
,Cực kì hài lòng,"Giao hàng nhanh, máy đẹp, shop uy tín",5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Hài lòng,"Máy đọc tốt, có quà nhưng bị giao sai màu. Mình chọn màu xanh mà shop giao màu đen",4
,Cực kì hài lòng,,5
,Cực kì hài lòng,Mình đã nhận hàng đúng ngày. Chất lượng tuyệt vời. Giá cả hợp lý. Rất thích hợp cho những ai thích đọc ebook,5
,Cực kì hài lòng,"Sản phẩm dùng rất ok nhé, vừa nhỏ nhẹ vừa tiện lợi",5
,Cực kì hài lòng,"Máy pin cực trâu, cảm ứng mượt lắm nha",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Máy đọc sách mới, chính hãng, đẹp, giao hàng rất nhanh",5
,Cực kì hài lòng,,5
,Bình thường,"Đọc vẫn bị mỏi mắt, máy nặng chứ không nhẹ như kỳ vọng",3
,Cực kì hài lòng,Dùng tốt . Sẽ còn ủng hộ,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"đóng gói hàng cẩn thận, ship nhanh và hàng chính hãng còn nguyên.",5
,Cực kì hài lòng,Hàng chuẩn nha mn oi nên mua ạ vì e kua tặng hihi,5
,Cực kì hài lòng,Cầm trên tay đúng đáng đồng tiền bát gạo ạ ❤️,5
,Rất không hài lòng,bảo bản kid mà giao bản thường,1
,Cực kì hài lòng,,5
,Cực kì hài lòng,Hàng nguyên seal có sẵn bao zin luôn. Chất ghê 👍👍,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Máy đẹp, nguyên seal, đọc ngon lun 🤭🤭",5
,Cực kì hài lòng,Trải nghiệm đọc chất lượng,5
,Cực kì hài lòng,,5
,Hài lòng,"Hài lòng, máy mới xịn xò, đọc sướng. cám ơn shop",4
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,Hài lòng,5
,Cực kì hài lòng,Xài tốt lắm á mọi người. Mình mua bản kids,5
,Cực kì hài lòng,"máy dùng mượt, có kèm case luôn. 
shop cũng tư vấn rất chu đáo. đáng mua.",5
,Cực kì hài lòng,"Dùng được 3 ngày, hài lòng với Kindle phiên bản mới",5
,Cực kì hài lòng,Đọc sách rất ổn áp,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Sản phẩm tốt, hàng nguyên seal, có bao cover đi kèm",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Rất tiện lợi cho người thích đọc sách!,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Bọc kĩ càng, shop nhiệt tình. Sẽ dùng thử và review sp sau",5
,Cực kì hài lòng,"Đóng gói ổn , hàng new , đánh giá cao ah",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,"hàng chuẩn, chạy đc hơi nặng",4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Tốt,5
,Cực kì hài lòng,Tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Ưng,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,sản phẩm ok,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Giao hàng nhanh, đúng Kindle Paperwhite 5, 16G, hàng mới.",5
,Cực kì hài lòng,,5
,Bình thường,"(*) Đánh giá không tính điểm
Hàng điện tử mà hộp bị nứt rách thế này. Cần chú ý khâu vận chuyển ghi chú rõ ràng để bảo vệ sản phẩm.",3
,Cực kì hài lòng,"Giao hàng nhanh, đúng Kindle Paperwhite 5, 16G, hàng mới.",5
,Cực kì hài lòng,,5
,Bình thường,"(*) Đánh giá không tính điểm
Hàng điện tử mà hộp bị nứt rách thế này. Cần chú ý khâu vận chuyển ghi chú rõ ràng để bảo vệ sản phẩm.",3
,Cực kì hài lòng,,5
,Cực kì hài lòng,sp đúng như qc..hàng chất..shop tư vấn nhiệt tình,5
,Cực kì hài lòng,"Máy đẹp, nhìn chắc chắn",5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,Hàng tốt ok,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,sp đúng như qc..hàng chất..shop tư vấn nhiệt tình,5
,Cực kì hài lòng,"Máy đẹp, nhìn chắc chắn",5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,Hàng tốt ok,5
,Rất không hài lòng,Mới nhận hàng lúc 2g30 đến 5 g con tôi đi làm về lắp pin vào thì tháy màn hình bị sọc.,1
,Cực kì hài lòng,"To dễ sử dụng, màu sắc dễ nhận biết cho ng lớn tuổi.",5
,Cực kì hài lòng,"Rất ưng, shop rất chu đáo",5
,Cực kì hài lòng,rất tốt,5
,Cực kì hài lòng,Rất tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,Sản phẩm ok,4
,Cực kì hài lòng,,5
,Rất không hài lòng,Mới nhận hàng lúc 2g30 đến 5 g con tôi đi làm về lắp pin vào thì tháy màn hình bị sọc.,1
,Cực kì hài lòng,"To dễ sử dụng, màu sắc dễ nhận biết cho ng lớn tuổi.",5
,Cực kì hài lòng,"Rất ưng, shop rất chu đáo",5
,Cực kì hài lòng,rất tốt,5
,Cực kì hài lòng,Rất tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,Sản phẩm ok,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Máy đẹp, ngon có kèm bảo hành 12 tháng, được shop tặng thêm cover, mn nên mua tại shop nhé. Shop tư vấn nhiệt tình về cài đặt và sử dụng máy. Giao hàng nhanh chóng. Thanks shop nhiều nhé^^",5
,Hài lòng,"Máy lúc đầu thì bật lên dùng ổn, nhưng sau khi Factory Reset thì lại không dò được mạng Wifi nào và không thể kết nối tới máy tính, mong shop giúp đỡ…

Edit: sau khi làm một vài mẹo thì máy đã hoạt động khá tốt, không vấn đề gì. Mỗi tội lỗi này bất định quá...",4
,Bình thường,"Máy chưa thấy lỗi gì, nhưng sau bán hàng shop hỗ trợ hơi chậm, rất mong shop hỗ trợ nhiệt tình hơn!!! 
xin cảm ơn",3
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Perfect. Product as described, brand new, genuine sealed box. 

Thanks to rubbery back the reader has got a premium feel and I like the size. Highly recommended.",5
,Hài lòng,"Máy nhỏ gọn, đẹp nhưng hơi chậm. Hỗ trợ pdf ko được tốt lắm. Lỗi font tiếng việt.",4
,Cực kì hài lòng,,5
,Cực kì hài lòng,Sp okkk lắm,5
,Cực kì hài lòng,"Rất ổn, máy nguyên seal",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Máy đẹp, ngon có kèm bảo hành 12 tháng, được shop tặng thêm cover, mn nên mua tại shop nhé. Shop tư vấn nhiệt tình về cài đặt và sử dụng máy. Giao hàng nhanh chóng. Thanks shop nhiều nhé^^",5
,Hài lòng,"Máy lúc đầu thì bật lên dùng ổn, nhưng sau khi Factory Reset thì lại không dò được mạng Wifi nào và không thể kết nối tới máy tính, mong shop giúp đỡ…

Edit: sau khi làm một vài mẹo thì máy đã hoạt động khá tốt, không vấn đề gì. Mỗi tội lỗi này bất định quá...",4
,Bình thường,"Máy chưa thấy lỗi gì, nhưng sau bán hàng shop hỗ trợ hơi chậm, rất mong shop hỗ trợ nhiệt tình hơn!!! 
xin cảm ơn",3
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Perfect. Product as described, brand new, genuine sealed box. 

Thanks to rubbery back the reader has got a premium feel and I like the size. Highly recommended.",5
,Hài lòng,"Máy nhỏ gọn, đẹp nhưng hơi chậm. Hỗ trợ pdf ko được tốt lắm. Lỗi font tiếng việt.",4
,Cực kì hài lòng,,5
,Cực kì hài lòng,Sp okkk lắm,5
,Cực kì hài lòng,"Rất ổn, máy nguyên seal",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,rất tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,rất tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Máy cầm chắc chắn, bấm số có tiếng đọc, âm thanh nghe to rõ ràng. Rất phù hợp người già.",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Máy cầm chắc chắn, bấm số có tiếng đọc, âm thanh nghe to rõ ràng. Rất phù hợp người già.",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,Sản phẩm đẹp,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,hàng ok,5
,Cực kì hài lòng,,5
,Hài lòng,Sản phẩm đẹp,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,hàng ok,5
,Cực kì hài lòng,"máy tốt, nghe rõ . đẹp. đã xài qua bộ thứ 2 của mẫu này",5
,Hài lòng,Rất tối. Máy dùng tốt như quảng cáo,4
,Cực kì hài lòng,Hàng ok sễ sử dụng,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Sản phẩm tốt. Sóng khoẻ.,5
,Cực kì hài lòng,"máy tốt, nghe rõ . đẹp. đã xài qua bộ thứ 2 của mẫu này",5
,Hài lòng,Rất tối. Máy dùng tốt như quảng cáo,4
,Cực kì hài lòng,Hàng ok sễ sử dụng,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Sản phẩm tốt. Sóng khoẻ.,5
,Cực kì hài lòng,"Sản phẩm đúng như hình, giao hàng đúng hạn, đóng gói chắc chắn",5
,Cực kì hài lòng,,5
,"Chất lượng tốt,","Dùng đã được 1 tháng thấy rất ok!
Nhược điểm của máy phải bỏ 3 viênpin AA  mới sử dụng được nhiều chức năng,có thể khắc phục bằng cách lấy 1 cục sạc di động 5v độ nối vào hộc pin",4
,Cực kì hài lòng,Sản phẩm tốt,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,"HÀNG TỐT, MẪU MÃ ĐẸP","TIKI giao hàng sớm hơn hẹn, điện thoại nhận được màu đen nhưng mẫu mã đẹp, sang, rất phù hợp cho bàn làm việc.",5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Sản phẩm đúng như hình, giao hàng đúng hạn, đóng gói chắc chắn",5
,Cực kì hài lòng,,5
,"Chất lượng tốt,","Dùng đã được 1 tháng thấy rất ok!
Nhược điểm của máy phải bỏ 3 viênpin AA  mới sử dụng được nhiều chức năng,có thể khắc phục bằng cách lấy 1 cục sạc di động 5v độ nối vào hộc pin",4
,Cực kì hài lòng,Sản phẩm tốt,5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,"HÀNG TỐT, MẪU MÃ ĐẸP","TIKI giao hàng sớm hơn hẹn, điện thoại nhận được màu đen nhưng mẫu mã đẹp, sang, rất phù hợp cho bàn làm việc.",5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Máy mới tốt, đóng gói cẩn thận",5
,Cực kì hài lòng,"đàm thoại tốt, chữ hiển thị trên màn hình bé xíu à
màu đen sang chảnh, cảm giác bấm số nặng tay quá. 
làm ơn xuất giùm hóa đơn cho mình với nhà bán ơi..... ko có hóa đơn làm sao mà thanh toán được với công ty đây.....",5
,Cực kì hài lòng,"Sản phẩm nhận như quảng cáo, mới xài được 3 ngày nên cũng chua thể nói là ổn. Vẫn ủng hộ xếp 5 sao",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Tạm chấp nhận được,"Điện thoại có âm lượng phát to, rõ. Tuy nhiên âm lượng thu vào thì lại không rõ, vì vậy người nghe đầu dây bên kia có nhận xét là âm lượng điện thoại nhỏ, nghe không rõ.
Ngoài ra, để có thể sử dụng đầy đủ chức năng của điện thoại (hiện số cuộc gọi đến, thêm danh bạ vào điện thoại,...), thì cần mua thêm 3 cục pin để vào. Nội dung này không hiển thị trên web, lúc mua về mình mới biết, lỡ rồi nên dùng luôn.
Tiki cần yêu cầu nhà cung cấp bổ sung thêm thông tin này để tránh khách hàng khác hiểu lầm như mình.
Ưu điểm: Giá thành phù hợp, phím bấm to, đường truyền khá ổn định.",4
,Chất lượng tốt,"Điện thoại hình thức đẹp, loa to rõ ràng, chuông kêu to. Chỉ hơi tiếc là ko kèm theo pin. Khi không có pin thì không hiển thị được màn hình, không lưu được số điện thoại. Nhìn chung là ổn",5
,Hài lòng,,4
,Cực kì hài lòng,,5
,Rất không hài lòng,"Mua về mấy bữa hư luôn. Không gọi được, gọi cũng không chuông hay báo gì hết. Hàng kém chất lượng quá.",1
,Hóa đơn đỏ,"Chua nhận được hóa đơn đỏ, vui lòng gửi về email: ***",3
,Bình thường,"Âm lượng nhỏ, khó nghe lắm!",3
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Đơn giản, đẹp",5
,Cực kì hài lòng,,5
,Hài lòng,Dùng ok,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Hài lòng,Sản phẩm tốt cho người sử dụng!,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Máy mới tốt, đóng gói cẩn thận",5
,Cực kì hài lòng,"đàm thoại tốt, chữ hiển thị trên màn hình bé xíu à
màu đen sang chảnh, cảm giác bấm số nặng tay quá. 
làm ơn xuất giùm hóa đơn cho mình với nhà bán ơi..... ko có hóa đơn làm sao mà thanh toán được với công ty đây.....",5
,Cực kì hài lòng,"Sản phẩm nhận như quảng cáo, mới xài được 3 ngày nên cũng chua thể nói là ổn. Vẫn ủng hộ xếp 5 sao",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
